PRESIDENT 1992
,
Office,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,Iowa,19921103,N/A,ADAIR,County,"4,194","1,713","Bush, George H.",Incumbent,"1,655","Clinton, Bill",Challenger,Reform,814,"Perot, Ross",Challenger,12,58,R,40.84,39.46,19.41,.29,50.86,49.14,,,
President,Iowa,19921103,N/A,ADAMS,County,"2,596",863,"Bush, George H.",Incumbent,"1,034","Clinton, Bill",Challenger,Reform,679,"Perot, Ross",Challenger,20,171,D,33.24,39.83,26.16,.77,45.49,54.51,,,
President,Iowa,19921103,N/A,ALLAMAKEE,County,"6,679","2,627","Bush, George H.",Incumbent,"2,362","Clinton, Bill",Challenger,Reform,"1,543","Perot, Ross",Challenger,147,265,R,39.33,35.36,23.10,2.20,52.66,47.34,,,
President,Iowa,19921103,N/A,APPANOOSE,County,"6,373","2,346","Bush, George H.",Incumbent,"2,810","Clinton, Bill",Challenger,Reform,"1,161","Perot, Ross",Challenger,56,464,D,36.81,44.09,18.22,.88,45.50,54.50,,,
President,Iowa,19921103,N/A,AUDUBON,County,"3,873","1,373","Bush, George H.",Incumbent,"1,589","Clinton, Bill",Challenger,Reform,887,"Perot, Ross",Challenger,24,216,D,35.45,41.03,22.90,.62,46.35,53.65,,,
President,Iowa,19921103,N/A,BENTON,County,"10,439","3,469","Bush, George H.",Incumbent,"4,467","Clinton, Bill",Challenger,Reform,"2,454","Perot, Ross",Challenger,49,998,D,33.23,42.79,23.51,.47,43.71,56.29,,,
President,Iowa,19921103,N/A,BLACK HAWK,County,"61,550","21,398","Bush, George H.",Incumbent,"29,584","Clinton, Bill",Challenger,Reform,"10,182","Perot, Ross",Challenger,386,"8,186",D,34.77,48.06,16.54,.63,41.97,58.03,,,
President,Iowa,19921103,N/A,BOONE,County,"12,219","4,148","Bush, George H.",Incumbent,"5,913","Clinton, Bill",Challenger,Reform,"2,070","Perot, Ross",Challenger,88,"1,765",D,33.95,48.39,16.94,.72,41.23,58.77,,,
President,Iowa,19921103,N/A,BREMER,County,"11,714","4,482","Bush, George H.",Incumbent,"4,774","Clinton, Bill",Challenger,Reform,"2,338","Perot, Ross",Challenger,120,292,D,38.26,40.75,19.96,1.02,48.42,51.58,,,
President,Iowa,19921103,N/A,BUCHANAN,County,"9,654","3,313","Bush, George H.",Incumbent,"4,166","Clinton, Bill",Challenger,Reform,"2,126","Perot, Ross",Challenger,49,853,D,34.32,43.15,22.02,.51,44.30,55.70,,,
President,Iowa,19921103,N/A,BUENA VISTA,County,"9,257","3,863","Bush, George H.",Incumbent,"3,374","Clinton, Bill",Challenger,Reform,"1,955","Perot, Ross",Challenger,65,489,R,41.73,36.45,21.12,.70,53.38,46.62,,,
President,Iowa,19921103,N/A,BUTLER,County,"7,137","3,209","Bush, George H.",Incumbent,"2,548","Clinton, Bill",Challenger,Reform,"1,333","Perot, Ross",Challenger,47,661,R,44.96,35.70,18.68,.66,55.74,44.26,,,
President,Iowa,19921103,N/A,CALHOUN,County,"5,274","2,169","Bush, George H.",Incumbent,"2,140","Clinton, Bill",Challenger,Reform,946,"Perot, Ross",Challenger,19,29,R,41.13,40.58,17.94,.36,50.34,49.66,,,
President,Iowa,19921103,N/A,CARROLL,County,"9,475","3,439","Bush, George H.",Incumbent,"3,800","Clinton, Bill",Challenger,Reform,"2,192","Perot, Ross",Challenger,44,361,D,36.30,40.11,23.13,.46,47.51,52.49,,,
President,Iowa,19921103,N/A,CASS,County,"7,058","3,176","Bush, George H.",Incumbent,"2,231","Clinton, Bill",Challenger,Reform,"1,608","Perot, Ross",Challenger,43,945,R,45.00,31.61,22.78,.61,58.74,41.26,,,
President,Iowa,19921103,N/A,CEDAR,County,"8,240","2,965","Bush, George H.",Incumbent,"3,296","Clinton, Bill",Challenger,Reform,"1,945","Perot, Ross",Challenger,34,331,D,35.98,40.00,23.60,.41,47.36,52.64,,,
President,Iowa,19921103,N/A,CERRO GORDO,County,"24,293","8,250","Bush, George H.",Incumbent,"11,415","Clinton, Bill",Challenger,Reform,"4,498","Perot, Ross",Challenger,130,"3,165",D,33.96,46.99,18.52,.54,41.95,58.05,,,
President,Iowa,19921103,N/A,CHEROKEE,County,"6,893","2,768","Bush, George H.",Incumbent,"2,590","Clinton, Bill",Challenger,Reform,"1,503","Perot, Ross",Challenger,32,178,R,40.16,37.57,21.80,.46,51.66,48.34,,,
President,Iowa,19921103,N/A,CHICKASAW,County,"6,640","2,129","Bush, George H.",Incumbent,"2,913","Clinton, Bill",Challenger,Reform,"1,566","Perot, Ross",Challenger,32,784,D,32.06,43.87,23.58,.48,42.23,57.77,,,
President,Iowa,19921103,N/A,CLARKE,County,"4,260","1,417","Bush, George H.",Incumbent,"1,921","Clinton, Bill",Challenger,Reform,899,"Perot, Ross",Challenger,23,504,D,33.26,45.09,21.10,.54,42.45,57.55,,,
President,Iowa,19921103,N/A,CLAY,County,"8,380","3,011","Bush, George H.",Incumbent,"3,346","Clinton, Bill",Challenger,Reform,"1,964","Perot, Ross",Challenger,59,335,D,35.93,39.93,23.44,.70,47.37,52.63,,,
President,Iowa,19921103,N/A,CLAYTON,County,"9,190","3,044","Bush, George H.",Incumbent,"3,742","Clinton, Bill",Challenger,Reform,"2,309","Perot, Ross",Challenger,95,698,D,33.12,40.72,25.13,1.03,44.86,55.14,,,
