PRESIDENT 1988
,
Office,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,Maryland,19881108,N/A,ALLEGANY,County,"29,503","17,462","Bush, George H.",Challenger,"11,844","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,197,"5,618",R,59.19,40.15,.00,.67,59.59,40.41,,,
President,Maryland,19881108,N/A,ANNE ARUNDEL,County,"155,101","98,540","Bush, George H.",Challenger,"55,440","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,"1,121","43,100",R,63.53,35.74,.00,.72,64.00,36.00,,,
President,Maryland,19881108,N/A,BALTIMORE,County,"287,295","163,881","Bush, George H.",Challenger,"121,570","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,"1,844","42,311",R,57.04,42.32,.00,.64,57.41,42.59,,,
President,Maryland,19881108,N/A,BALTIMORE CITY,County,"232,367","59,089","Bush, George H.",Challenger,"170,813","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,"2,465","111,724",D,25.43,73.51,.00,1.06,25.70,74.30,,,
President,Maryland,19881108,N/A,CALVERT,County,"17,397","10,956","Bush, George H.",Challenger,"6,376","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,65,"4,580",R,62.98,36.65,.00,.37,63.21,36.79,,,
President,Maryland,19881108,N/A,CAROLINE,County,"7,123","4,661","Bush, George H.",Challenger,"2,440","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,22,"2,221",R,65.44,34.26,.00,.31,65.64,34.36,,,
President,Maryland,19881108,N/A,CARROLL,County,"43,747","31,224","Bush, George H.",Challenger,"12,368","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,155,"18,856",R,71.37,28.27,.00,.35,71.63,28.37,,,
President,Maryland,19881108,N/A,CECIL,County,"21,155","13,224","Bush, George H.",Challenger,"7,807","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,124,"5,417",R,62.51,36.90,.00,.59,62.88,37.12,,,
President,Maryland,19881108,N/A,CHARLES,County,"32,764","20,828","Bush, George H.",Challenger,"11,823","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,113,"9,005",R,63.57,36.09,.00,.34,63.79,36.21,,,
President,Maryland,19881108,N/A,DORCHESTER,County,"10,140","6,343","Bush, George H.",Challenger,"3,709","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,88,"2,634",R,62.55,36.58,.00,.87,63.10,36.90,,,
President,Maryland,19881108,N/A,FREDERICK,County,"49,867","32,575","Bush, George H.",Challenger,"17,061","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,231,"15,514",R,65.32,34.21,.00,.46,65.63,34.37,,,
President,Maryland,19881108,N/A,GARRETT,County,"9,282","6,665","Bush, George H.",Challenger,"2,557","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,60,"4,108",R,71.81,27.55,.00,.65,72.27,27.73,,,
President,Maryland,19881108,N/A,HARFORD,County,"58,566","38,493","Bush, George H.",Challenger,"19,803","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,270,"18,690",R,65.73,33.81,.00,.46,66.03,33.97,,,
President,Maryland,19881108,N/A,HOWARD,County,"78,530","44,153","Bush, George H.",Challenger,"34,007","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,370,"10,146",R,56.22,43.30,.00,.47,56.49,43.51,,,
President,Maryland,19881108,N/A,KENT,County,"6,732","3,761","Bush, George H.",Challenger,"2,925","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,46,836,R,55.87,43.45,.00,.68,56.25,43.75,,,
President,Maryland,19881108,N/A,MONTGOMERY,County,"320,896","154,191","Bush, George H.",Challenger,"165,187","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,"1,518","10,996",D,48.05,51.48,.00,.47,48.28,51.72,,,
President,Maryland,19881108,N/A,PRINCE GEORGES,County,"222,881","86,545","Bush, George H.",Challenger,"133,816","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,"2,520","47,271",D,38.83,60.04,.00,1.13,39.27,60.73,,,
President,Maryland,19881108,N/A,QUEEN ANNES,County,"11,703","7,803","Bush, George H.",Challenger,"3,857","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,43,"3,946",R,66.68,32.96,.00,.37,66.92,33.08,,,
President,Maryland,19881108,N/A,SOMERSET,County,"7,165","4,222","Bush, George H.",Challenger,"2,911","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,32,"1,311",R,58.93,40.63,.00,.45,59.19,40.81,,,
President,Maryland,19881108,N/A,ST. MARYS,County,"20,290","12,767","Bush, George H.",Challenger,"7,434","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,89,"5,333",R,62.92,36.64,.00,.44,63.20,36.80,,,
President,Maryland,19881108,N/A,TALBOT,County,"12,199","8,170","Bush, George H.",Challenger,"3,948","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,81,"4,222",R,66.97,32.36,.00,.66,67.42,32.58,,,
President,Maryland,19881108,N/A,WASHINGTON,County,"40,638","25,912","Bush, George H.",Challenger,"14,408","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,318,"11,504",R,63.76,35.45,.00,.78,64.27,35.73,,,
President,Maryland,19881108,N/A,WICOMICO,County,"25,755","16,272","Bush, George H.",Challenger,"9,413","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,70,"6,859",R,63.18,36.55,.00,.27,63.35,36.65,,,
President,Maryland,19881108,N/A,WORCESTER,County,"13,262","8,430","Bush, George H.",Challenger,"4,787","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,45,"3,643",R,63.57,36.10,.00,.34,63.78,36.22,,,
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepDemPluralityVotesAll,RepDemPluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,Maryland,"1,714,358","876,167","826,304",N/A,"11,887","49,863",R,"49,863",R,51.11,48.20,.00,.69,51.46,48.54
,
,
,
