PRESIDENT 1988
,
Office,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,Missouri,19881108,N/A,ADAIR,County,"9,336","5,721","Bush, George H.",Challenger,"3,571","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,44,"2,150",R,61.28,38.25,.00,.47,61.57,38.43,,,
President,Missouri,19881108,N/A,ANDREW,County,"6,537","3,407","Bush, George H.",Challenger,"3,103","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,27,304,R,52.12,47.47,.00,.41,52.33,47.67,,,
President,Missouri,19881108,N/A,ATCHISON,County,"3,239","1,761","Bush, George H.",Challenger,"1,468","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,10,293,R,54.37,45.32,.00,.31,54.54,45.46,,,
President,Missouri,19881108,N/A,AUDRAIN,County,"10,327","5,072","Bush, George H.",Challenger,"5,226","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,29,154,D,49.11,50.61,.00,.28,49.25,50.75,,,
President,Missouri,19881108,N/A,BARRY,County,"11,477","7,231","Bush, George H.",Challenger,"4,210","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,36,"3,021",R,63.00,36.68,.00,.31,63.20,36.80,,,
President,Missouri,19881108,N/A,BARTON,County,"4,958","3,339","Bush, George H.",Challenger,"1,603","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,16,"1,736",R,67.35,32.33,.00,.32,67.56,32.44,,,
President,Missouri,19881108,N/A,BATES,County,"6,930","3,574","Bush, George H.",Challenger,"3,332","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,24,242,R,51.57,48.08,.00,.35,51.75,48.25,,,
President,Missouri,19881108,N/A,BENTON,County,"6,145","3,467","Bush, George H.",Challenger,"2,654","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,24,813,R,56.42,43.19,.00,.39,56.64,43.36,,,
President,Missouri,19881108,N/A,BOLLINGER,County,"4,599","2,710","Bush, George H.",Challenger,"1,883","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,6,827,R,58.93,40.94,.00,.13,59.00,41.00,,,
President,Missouri,19881108,N/A,BOONE,County,"47,458","22,948","Bush, George H.",Challenger,"24,370","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,140,"1,422",D,48.35,51.35,.00,.29,48.50,51.50,,,
President,Missouri,19881108,N/A,BUCHANAN,County,"34,089","15,336","Bush, George H.",Challenger,"18,601","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,152,"3,265",D,44.99,54.57,.00,.45,45.19,54.81,,,
President,Missouri,19881108,N/A,BUTLER,County,"13,738","7,968","Bush, George H.",Challenger,"5,751","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,19,"2,217",R,58.00,41.86,.00,.14,58.08,41.92,,,
President,Missouri,19881108,N/A,CALDWELL,County,"3,815","2,074","Bush, George H.",Challenger,"1,726","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,15,348,R,54.36,45.24,.00,.39,54.58,45.42,,,
President,Missouri,19881108,N/A,CALLAWAY,County,"11,938","6,687","Bush, George H.",Challenger,"5,209","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,42,"1,478",R,56.01,43.63,.00,.35,56.21,43.79,,,
President,Missouri,19881108,N/A,CAMDEN,County,"11,759","7,773","Bush, George H.",Challenger,"3,930","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,56,"3,843",R,66.10,33.42,.00,.48,66.42,33.58,,,
President,Missouri,19881108,N/A,CAPE GIRARDEAU,County,"24,556","16,583","Bush, George H.",Challenger,"7,904","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,69,"8,679",R,67.53,32.19,.00,.28,67.72,32.28,,,
President,Missouri,19881108,N/A,CARROLL,County,"5,150","2,811","Bush, George H.",Challenger,"2,330","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,9,481,R,54.58,45.24,.00,.17,54.68,45.32,,,
President,Missouri,19881108,N/A,CARTER,County,"2,528","1,429","Bush, George H.",Challenger,"1,087","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,12,342,R,56.53,43.00,.00,.47,56.80,43.20,,,
President,Missouri,19881108,N/A,CASS,County,"22,961","12,799","Bush, George H.",Challenger,"10,092","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,70,"2,707",R,55.74,43.95,.00,.30,55.91,44.09,,,
President,Missouri,19881108,N/A,CEDAR,County,"4,744","2,966","Bush, George H.",Challenger,"1,774","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,4,"1,192",R,62.52,37.39,.00,.08,62.57,37.43,,,
President,Missouri,19881108,N/A,CHARITON,County,"4,555","2,193","Bush, George H.",Challenger,"2,347","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,15,154,D,48.14,51.53,.00,.33,48.30,51.70,,,
President,Missouri,19881108,N/A,CHRISTIAN,County,"12,441","7,670","Bush, George H.",Challenger,"4,724","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,47,"2,946",R,61.65,37.97,.00,.38,61.88,38.12,,,
President,Missouri,19881108,N/A,CLARK,County,"3,431","1,493","Bush, George H.",Challenger,"1,925","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,13,432,D,43.52,56.11,.00,.38,43.68,56.32,,,
President,Missouri,19881108,N/A,CLAY,County,"60,287","30,293","Bush, George H.",Challenger,"29,620","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,374,673,R,50.25,49.13,.00,.62,50.56,49.44,,,
President,Missouri,19881108,N/A,CLINTON,County,"6,961","3,282","Bush, George H.",Challenger,"3,653","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,26,371,D,47.15,52.48,.00,.37,47.33,52.67,,,
President,Missouri,19881108,N/A,COLE,County,"26,441","18,023","Bush, George H.",Challenger,"8,359","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,59,"9,664",R,68.16,31.61,.00,.22,68.32,31.68,,,
