PRESIDENT 1988
,
Office,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,Colorado,19881108,N/A,ADAMS,County,"94,094","43,163","Bush, George H.",Challenger,"49,464","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,"1,467","6,301",D,45.87,52.57,.00,1.56,46.60,53.40,,,
President,Colorado,19881108,N/A,ALAMOSA,County,"4,780","2,567","Bush, George H.",Challenger,"2,146","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,67,421,R,53.70,44.90,.00,1.40,54.47,45.53,,,
President,Colorado,19881108,N/A,ARAPAHOE,County,"159,245","95,926","Bush, George H.",Challenger,"61,113","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,"2,206","34,813",R,60.24,38.38,.00,1.39,61.08,38.92,,,
President,Colorado,19881108,N/A,ARCHULETA,County,"2,262","1,440","Bush, George H.",Challenger,795,"Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,27,645,R,63.66,35.15,.00,1.19,64.43,35.57,,,
President,Colorado,19881108,N/A,BACA,County,"2,556","1,670","Bush, George H.",Challenger,851,"Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,35,819,R,65.34,33.29,.00,1.37,66.24,33.76,,,
President,Colorado,19881108,N/A,BENT,County,"2,167","1,032","Bush, George H.",Challenger,"1,088","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,47,56,D,47.62,50.21,.00,2.17,48.68,51.32,,,
President,Colorado,19881108,N/A,BOULDER,County,"107,223","48,174","Bush, George H.",Challenger,"57,265","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,"1,784","9,091",D,44.93,53.41,.00,1.66,45.69,54.31,,,
President,Colorado,19881108,N/A,CHAFFEE,County,"5,714","3,080","Bush, George H.",Challenger,"2,548","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,86,532,R,53.90,44.59,.00,1.51,54.73,45.27,,,
President,Colorado,19881108,N/A,CHEYENNE,County,"1,186",760,"Bush, George H.",Challenger,399,"Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,27,361,R,64.08,33.64,.00,2.28,65.57,34.43,,,
President,Colorado,19881108,N/A,CLEAR CREEK,County,"3,632","1,820","Bush, George H.",Challenger,"1,698","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,114,122,R,50.11,46.75,.00,3.14,51.73,48.27,,,
President,Colorado,19881108,N/A,CONEJOS,County,"3,447","1,445","Bush, George H.",Challenger,"1,976","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,26,531,D,41.92,57.33,.00,.75,42.24,57.76,,,
President,Colorado,19881108,N/A,COSTILLA,County,"1,581",454,"Bush, George H.",Challenger,"1,120","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,7,666,D,28.72,70.84,.00,.44,28.84,71.16,,,
